Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do?SERIES_KEY=120.EXR.D.USD.EUR.SP00.A
,EXR.D.USD.EUR.SP00.A
,"ECB reference exchange rate, US dollar/Euro, 2:15 pm (C.E.T.)"
Collection:,Average of observations through period (A)
Period\Unit:,[US dollar ]
date,value,status
2007-03-30,1.3318,Normal value (A)
2007-03-29,1.3352,Normal value (A)
2007-03-28,1.3348,Normal value (A)
2007-03-27,1.3347,Normal value (A)
2007-03-26,1.3265,Normal value (A)
2007-03-23,1.3327,Normal value (A)
2007-03-22,1.3351,Normal value (A)
2007-03-21,1.3293,Normal value (A)
2007-03-20,1.3296,Normal value (A)
2007-03-19,1.3303,Normal value (A)
2007-03-16,1.3325,Normal value (A)
2007-03-15,1.3226,Normal value (A)
2007-03-14,1.3183,Normal value (A)
2007-03-13,1.3218,Normal value (A)
2007-03-12,1.3156,Normal value (A)
2007-03-09,1.3155,Normal value (A)
2007-03-08,1.3152,Normal value (A)
2007-03-07,1.3135,Normal value (A)
2007-03-06,1.3100,Normal value (A)
2007-03-05,1.3083,Normal value (A)
2007-03-02,1.3163,Normal value (A)
2007-03-01,1.3225,Normal value (A)
2007-02-28,1.3211,Normal value (A)
2007-02-27,1.3230,Normal value (A)
2007-02-26,1.3160,Normal value (A)
2007-02-23,1.3134,Normal value (A)
2007-02-22,1.3106,Normal value (A)
2007-02-21,1.3145,Normal value (A)
2007-02-20,1.3145,Normal value (A)
2007-02-19,1.3132,Normal value (A)
2007-02-16,1.3119,Normal value (A)
2007-02-15,1.3137,Normal value (A)
2007-02-14,1.3082,Normal value (A)
2007-02-13,1.3022,Normal value (A)
2007-02-12,1.2956,Normal value (A)
2007-02-09,1.3007,Normal value (A)
2007-02-08,1.2991,Normal value (A)
2007-02-07,1.2987,Normal value (A)
2007-02-06,1.2955,Normal value (A)
2007-02-05,1.2925,Normal value (A)
2007-02-02,1.3020,Normal value (A)
2007-02-01,1.3020,Normal value (A)
2007-01-31,1.2954,Normal value (A)
2007-01-30,1.2972,Normal value (A)
2007-01-29,1.2921,Normal value (A)
2007-01-26,1.2901,Normal value (A)
2007-01-25,1.2978,Normal value (A)
2007-01-24,1.3005,Normal value (A)
2007-01-23,1.3040,Normal value (A)
2007-01-22,1.2936,Normal value (A)
2007-01-19,1.2958,Normal value (A)
2007-01-18,1.2922,Normal value (A)
2007-01-17,1.2909,Normal value (A)
2007-01-16,1.2953,Normal value (A)
2007-01-15,1.2941,Normal value (A)
2007-01-12,1.2893,Normal value (A)
2007-01-11,1.2984,Normal value (A)
2007-01-10,1.2988,Normal value (A)
2007-01-09,1.3018,Normal value (A)
2007-01-08,1.3006,Normal value (A)
2007-01-05,1.3084,Normal value (A)
2007-01-04,1.3106,Normal value (A)
2007-01-03,1.3231,Normal value (A)
2007-01-02,1.3270,Normal value (A)
2007-01-01,-,Missing value; holiday or weekend (H)
2006-12-29,1.3170,Normal value (A)
2006-12-28,1.3173,Normal value (A)
2006-12-27,1.3159,Normal value (A)
2006-12-26,-,Missing value; holiday or weekend (H)
2006-12-25,-,Missing value; holiday or weekend (H)
2006-12-22,1.3192,Normal value (A)
2006-12-21,1.3178,Normal value (A)
2006-12-20,1.3203,Normal value (A)
2006-12-19,1.3158,Normal value (A)
2006-12-18,1.3095,Normal value (A)
2006-12-15,1.3106,Normal value (A)
2006-12-14,1.3192,Normal value (A)
2006-12-13,1.3265,Normal value (A)
2006-12-12,1.3244,Normal value (A)
2006-12-11,1.3177,Normal value (A)
2006-12-08,1.3276,Normal value (A)
2006-12-07,1.3297,Normal value (A)
2006-12-06,1.3274,Normal value (A)
2006-12-05,1.3331,Normal value (A)
2006-12-04,1.3309,Normal value (A)
2006-12-01,1.3244,Normal value (A)
2006-11-30,1.3200,Normal value (A)
2006-11-29,1.3157,Normal value (A)
2006-11-28,1.3147,Normal value (A)
2006-11-27,1.3114,Normal value (A)
2006-11-24,1.3078,Normal value (A)
2006-11-23,1.2953,Normal value (A)
2006-11-22,1.2886,Normal value (A)
2006-11-21,1.2814,Normal value (A)
2006-11-20,1.2841,Normal value (A)
2006-11-17,1.2774,Normal value (A)
2006-11-16,1.2804,Normal value (A)
2006-11-15,1.2792,Normal value (A)
2006-11-14,1.2824,Normal value (A)
2006-11-13,1.2830,Normal value (A)
2006-11-10,1.2864,Normal value (A)
2006-11-09,1.2796,Normal value (A)
2006-11-08,1.2776,Normal value (A)
2006-11-07,1.2755,Normal value (A)
2006-11-06,1.2702,Normal value (A)
2006-11-03,1.2760,Normal value (A)
2006-11-02,1.2767,Normal value (A)
2006-11-01,1.2757,Normal value (A)
2006-10-31,1.2696,Normal value (A)
2006-10-30,1.2717,Normal value (A)
2006-10-27,1.2683,Normal value (A)
2006-10-26,1.2653,Normal value (A)
2006-10-25,1.2580,Normal value (A)
2006-10-24,1.2541,Normal value (A)
2006-10-23,1.2556,Normal value (A)
2006-10-20,1.2618,Normal value (A)
2006-10-19,1.2561,Normal value (A)
2006-10-18,1.2543,Normal value (A)
2006-10-17,1.2524,Normal value (A)
2006-10-16,1.2515,Normal value (A)
2006-10-13,1.2550,Normal value (A)
2006-10-12,1.2531,Normal value (A)
2006-10-11,1.2543,Normal value (A)
2006-10-10,1.2538,Normal value (A)
2006-10-09,1.2603,Normal value (A)
2006-10-06,1.2664,Normal value (A)
2006-10-05,1.2721,Normal value (A)
2006-10-04,1.2684,Normal value (A)
2006-10-03,1.2737,Normal value (A)
2006-10-02,1.2685,Normal value (A)
2006-09-29,1.2660,Normal value (A)
2006-09-28,1.2713,Normal value (A)
2006-09-27,1.2684,Normal value (A)
2006-09-26,1.2695,Normal value (A)
2006-09-25,1.2768,Normal value (A)
2006-09-22,1.2817,Normal value (A)
2006-09-21,1.2731,Normal value (A)
2006-09-20,1.2676,Normal value (A)
2006-09-19,1.2654,Normal value (A)
2006-09-18,1.2665,Normal value (A)
2006-09-15,1.2675,Normal value (A)
2006-09-14,1.2723,Normal value (A)
2006-09-13,1.2677,Normal value (A)
2006-09-12,1.2709,Normal value (A)
2006-09-11,1.2713,Normal value (A)
2006-09-08,1.2713,Normal value (A)
2006-09-07,1.2731,Normal value (A)
2006-09-06,1.2793,Normal value (A)
2006-09-05,1.2810,Normal value (A)
2006-09-04,1.2852,Normal value (A)
2006-09-01,1.2817,Normal value (A)
2006-08-31,1.2851,Normal value (A)
2006-08-30,1.2818,Normal value (A)
2006-08-29,1.2808,Normal value (A)
2006-08-28,1.2800,Normal value (A)
2006-08-25,1.2762,Normal value (A)
2006-08-24,1.2831,Normal value (A)
2006-08-23,1.2812,Normal value (A)
2006-08-22,1.2812,Normal value (A)
2006-08-21,1.2919,Normal value (A)
2006-08-18,1.2802,Normal value (A)
2006-08-17,1.2879,Normal value (A)
2006-08-16,1.2793,Normal value (A)
2006-08-15,1.2725,Normal value (A)
2006-08-14,1.2718,Normal value (A)
2006-08-11,1.2775,Normal value (A)
2006-08-10,1.2857,Normal value (A)
2006-08-09,1.2879,Normal value (A)
2006-08-08,1.2839,Normal value (A)
2006-08-07,1.2850,Normal value (A)
2006-08-04,1.2792,Normal value (A)
2006-08-03,1.2781,Normal value (A)
2006-08-02,1.2798,Normal value (A)
2006-08-01,1.2759,Normal value (A)
2006-07-31,1.2767,Normal value (A)
2006-07-28,1.2664,Normal value (A)
2006-07-27,1.2737,Normal value (A)
2006-07-26,1.2587,Normal value (A)
2006-07-25,1.2636,Normal value (A)
2006-07-24,1.2633,Normal value (A)
2006-07-21,1.2680,Normal value (A)
2006-07-20,1.2643,Normal value (A)
2006-07-19,1.2482,Normal value (A)
2006-07-18,1.2531,Normal value (A)
2006-07-17,1.2541,Normal value (A)
2006-07-14,1.2666,Normal value (A)
2006-07-13,1.2692,Normal value (A)
2006-07-12,1.2722,Normal value (A)
2006-07-11,1.2736,Normal value (A)
2006-07-10,1.2752,Normal value (A)
2006-07-07,1.2778,Normal value (A)
2006-07-06,1.2735,Normal value (A)
2006-07-05,1.2794,Normal value (A)
2006-07-04,1.2791,Normal value (A)
2006-07-03,1.2790,Normal value (A)
2006-06-30,1.2713,Normal value (A)
2006-06-29,1.2529,Normal value (A)
2006-06-28,1.2570,Normal value (A)
2006-06-27,1.2567,Normal value (A)
2006-06-26,1.2561,Normal value (A)
2006-06-23,1.2502,Normal value (A)
2006-06-22,1.2582,Normal value (A)
2006-06-21,1.2632,Normal value (A)
2006-06-20,1.2546,Normal value (A)
2006-06-19,1.2591,Normal value (A)
2006-06-16,1.2651,Normal value (A)
2006-06-15,1.2610,Normal value (A)
2006-06-14,1.2563,Normal value (A)
2006-06-13,1.2571,Normal value (A)
2006-06-12,1.2572,Normal value (A)
2006-06-09,1.2659,Normal value (A)
2006-06-08,1.2735,Normal value (A)
2006-06-07,1.2789,Normal value (A)
2006-06-06,1.2847,Normal value (A)
2006-06-05,1.2958,Normal value (A)
2006-06-02,1.2815,Normal value (A)
2006-06-01,1.2736,Normal value (A)
2006-05-31,1.2868,Normal value (A)
2006-05-30,1.2839,Normal value (A)
2006-05-29,1.2758,Normal value (A)
2006-05-26,1.2797,Normal value (A)
2006-05-25,1.2755,Normal value (A)
2006-05-24,1.2851,Normal value (A)
2006-05-23,1.2841,Normal value (A)
2006-05-22,1.2753,Normal value (A)
2006-05-19,1.2767,Normal value (A)
2006-05-18,1.2770,Normal value (A)
2006-05-17,1.2882,Normal value (A)
2006-05-16,1.2817,Normal value (A)
2006-05-15,1.2826,Normal value (A)
2006-05-12,1.2914,Normal value (A)
2006-05-11,1.2716,Normal value (A)
2006-05-10,1.2779,Normal value (A)
2006-05-09,1.2697,Normal value (A)
2006-05-08,1.2756,Normal value (A)
2006-05-05,1.2688,Normal value (A)
2006-05-04,1.2592,Normal value (A)
2006-05-03,1.2622,Normal value (A)
2006-05-02,1.2643,Normal value (A)
2006-05-01,-,Missing value; holiday or weekend (H)
2006-04-28,1.2537,Normal value (A)
2006-04-27,1.2414,Normal value (A)
2006-04-26,1.2425,Normal value (A)
2006-04-25,1.2425,Normal value (A)
2006-04-24,1.2365,Normal value (A)
2006-04-21,1.2315,Normal value (A)
2006-04-20,1.2346,Normal value (A)
2006-04-19,1.2346,Normal value (A)
2006-04-18,1.2252,Normal value (A)
2006-04-17,-,Missing value; holiday or weekend (H)
2006-04-14,-,Missing value; holiday or weekend (H)
2006-04-13,1.2094,Normal value (A)
2006-04-12,1.2125,Normal value (A)
2006-04-11,1.2105,Normal value (A)
2006-04-10,1.2099,Normal value (A)
2006-04-07,1.2179,Normal value (A)
2006-04-06,1.2312,Normal value (A)
2006-04-05,1.2262,Normal value (A)
2006-04-04,1.2217,Normal value (A)
2006-04-03,1.2063,Normal value (A)
2006-03-31,1.2104,Normal value (A)
2006-03-30,1.2096,Normal value (A)
2006-03-29,1.2012,Normal value (A)
2006-03-28,1.2084,Normal value (A)
2006-03-27,1.2025,Normal value (A)
2006-03-24,1.1969,Normal value (A)
2006-03-23,1.2055,Normal value (A)
2006-03-22,1.2069,Normal value (A)
2006-03-21,1.2144,Normal value (A)
2006-03-20,1.2174,Normal value (A)
2006-03-17,1.2185,Normal value (A)
2006-03-16,1.2069,Normal value (A)
2006-03-15,1.2026,Normal value (A)
2006-03-14,1.1948,Normal value (A)
2006-03-13,1.1922,Normal value (A)
2006-03-10,1.1919,Normal value (A)
2006-03-09,1.1920,Normal value (A)
2006-03-08,1.1914,Normal value (A)
2006-03-07,1.1913,Normal value (A)
2006-03-06,1.2017,Normal value (A)
2006-03-03,1.2020,Normal value (A)
2006-03-02,1.1921,Normal value (A)
2006-03-01,1.1954,Normal value (A)
2006-02-28,1.1875,Normal value (A)
2006-02-27,1.1852,Normal value (A)
2006-02-24,1.1896,Normal value (A)
2006-02-23,1.1957,Normal value (A)
2006-02-22,1.1875,Normal value (A)
2006-02-21,1.1906,Normal value (A)
2006-02-20,1.1932,Normal value (A)
2006-02-17,1.1863,Normal value (A)
2006-02-16,1.1858,Normal value (A)
2006-02-15,1.1904,Normal value (A)
2006-02-14,1.1898,Normal value (A)
2006-02-13,1.1888,Normal value (A)
2006-02-10,1.1970,Normal value (A)
2006-02-09,1.1972,Normal value (A)
2006-02-08,1.1948,Normal value (A)
2006-02-07,1.1973,Normal value (A)
2006-02-06,1.1981,Normal value (A)
2006-02-03,1.2061,Normal value (A)
2006-02-02,1.2066,Normal value (A)
2006-02-01,1.2092,Normal value (A)
2006-01-31,1.2118,Normal value (A)
2006-01-30,1.2082,Normal value (A)
2006-01-27,1.2172,Normal value (A)
2006-01-26,1.2254,Normal value (A)
2006-01-25,1.2294,Normal value (A)
2006-01-24,1.2272,Normal value (A)
2006-01-23,1.2277,Normal value (A)
2006-01-20,1.2068,Normal value (A)
2006-01-19,1.2073,Normal value (A)
2006-01-18,1.2125,Normal value (A)
2006-01-17,1.2075,Normal value (A)
2006-01-16,1.2112,Normal value (A)
2006-01-13,1.2039,Normal value (A)
2006-01-12,1.2113,Normal value (A)
2006-01-11,1.2088,Normal value (A)
2006-01-10,1.2064,Normal value (A)
2006-01-09,1.2078,Normal value (A)
2006-01-06,1.2093,Normal value (A)
2006-01-05,1.2088,Normal value (A)
2006-01-04,1.2083,Normal value (A)
2006-01-03,1.1875,Normal value (A)
2006-01-02,1.1826,Normal value (A)
2005-12-30,1.1797,Normal value (A)
2005-12-29,1.1825,Normal value (A)
2005-12-28,1.1916,Normal value (A)
2005-12-27,1.1852,Normal value (A)
2005-12-26,-,Missing value; holiday or weekend (H)
2005-12-23,1.1859,Normal value (A)
2005-12-22,1.1822,Normal value (A)
2005-12-21,1.1872,Normal value (A)
2005-12-20,1.1955,Normal value (A)
2005-12-19,1.1977,Normal value (A)
2005-12-16,1.1983,Normal value (A)
2005-12-15,1.1999,Normal value (A)
2005-12-14,1.2020,Normal value (A)
2005-12-13,1.1925,Normal value (A)
2005-12-12,1.1925,Normal value (A)
2005-12-09,1.1785,Normal value (A)
2005-12-08,1.1764,Normal value (A)
2005-12-07,1.1710,Normal value (A)
2005-12-06,1.1783,Normal value (A)
2005-12-05,1.1767,Normal value (A)
2005-12-02,1.1697,Normal value (A)
2005-12-01,1.1745,Normal value (A)
2005-11-30,1.1769,Normal value (A)
2005-11-29,1.1793,Normal value (A)
2005-11-28,1.1726,Normal value (A)
2005-11-25,1.1763,Normal value (A)
2005-11-24,1.1783,Normal value (A)
2005-11-23,1.1776,Normal value (A)
2005-11-22,1.1701,Normal value (A)
2005-11-21,1.1811,Normal value (A)
2005-11-18,1.1679,Normal value (A)
2005-11-17,1.1692,Normal value (A)
2005-11-16,1.1677,Normal value (A)
2005-11-15,1.1667,Normal value (A)
2005-11-14,1.1713,Normal value (A)
2005-11-11,1.1697,Normal value (A)
2005-11-10,1.1762,Normal value (A)
2005-11-09,1.1738,Normal value (A)
2005-11-08,1.1741,Normal value (A)
2005-11-07,1.1824,Normal value (A)
2005-11-04,1.1933,Normal value (A)
2005-11-03,1.2041,Normal value (A)
2005-11-02,1.1992,Normal value (A)
2005-11-01,1.2008,Normal value (A)
2005-10-31,1.2023,Normal value (A)
2005-10-28,1.2138,Normal value (A)
2005-10-27,1.2130,Normal value (A)
2005-10-26,1.2059,Normal value (A)
2005-10-25,1.2017,Normal value (A)
2005-10-24,1.1944,Normal value (A)
2005-10-21,1.2012,Normal value (A)
2005-10-20,1.1953,Normal value (A)
2005-10-19,1.1950,Normal value (A)
2005-10-18,1.1937,Normal value (A)
2005-10-17,1.2022,Normal value (A)
2005-10-14,1.1999,Normal value (A)
2005-10-13,1.1980,Normal value (A)
2005-10-12,1.2008,Normal value (A)
2005-10-11,1.2022,Normal value (A)
2005-10-10,1.2088,Normal value (A)
2005-10-07,1.2144,Normal value (A)
2005-10-06,1.2061,Normal value (A)
2005-10-05,1.1947,Normal value (A)
2005-10-04,1.1938,Normal value (A)
2005-10-03,1.1933,Normal value (A)
2005-09-30,1.2042,Normal value (A)
2005-09-29,1.2063,Normal value (A)
2005-09-28,1.2037,Normal value (A)
2005-09-27,1.2005,Normal value (A)
2005-09-26,1.2031,Normal value (A)
2005-09-23,1.2118,Normal value (A)
2005-09-22,1.2224,Normal value (A)
2005-09-21,1.2225,Normal value (A)
2005-09-20,1.2154,Normal value (A)
2005-09-19,1.2139,Normal value (A)
2005-09-16,1.2243,Normal value (A)
2005-09-15,1.2223,Normal value (A)
2005-09-14,1.2314,Normal value (A)
2005-09-13,1.2276,Normal value (A)
2005-09-12,1.2313,Normal value (A)
2005-09-09,1.2415,Normal value (A)
2005-09-08,1.2418,Normal value (A)
2005-09-07,1.2451,Normal value (A)
2005-09-06,1.2483,Normal value (A)
2005-09-05,1.2538,Normal value (A)
2005-09-02,1.2541,Normal value (A)
2005-09-01,1.2388,Normal value (A)
2005-08-31,1.2198,Normal value (A)
2005-08-30,1.2181,Normal value (A)
2005-08-29,1.2289,Normal value (A)
2005-08-26,1.2307,Normal value (A)
2005-08-25,1.2272,Normal value (A)
2005-08-24,1.2211,Normal value (A)
2005-08-23,1.2233,Normal value (A)
2005-08-22,1.2231,Normal value (A)
2005-08-19,1.2183,Normal value (A)
2005-08-18,1.2213,Normal value (A)
2005-08-17,1.2296,Normal value (A)
2005-08-16,1.2313,Normal value (A)
2005-08-15,1.2374,Normal value (A)
2005-08-12,1.2457,Normal value (A)
2005-08-11,1.2405,Normal value (A)
2005-08-10,1.2377,Normal value (A)
2005-08-09,1.2367,Normal value (A)
2005-08-08,1.2370,Normal value (A)
2005-08-05,1.2386,Normal value (A)
2005-08-04,1.2319,Normal value (A)
2005-08-03,1.2308,Normal value (A)
2005-08-02,1.2217,Normal value (A)
2005-08-01,1.2219,Normal value (A)
2005-07-29,1.2093,Normal value (A)
2005-07-28,1.2100,Normal value (A)
2005-07-27,1.1990,Normal value (A)
2005-07-26,1.1987,Normal value (A)
2005-07-25,1.2065,Normal value (A)
2005-07-22,1.2143,Normal value (A)
2005-07-21,1.2187,Normal value (A)
2005-07-20,1.2063,Normal value (A)
2005-07-19,1.1965,Normal value (A)
2005-07-18,1.2054,Normal value (A)
2005-07-15,1.2073,Normal value (A)
2005-07-14,1.2067,Normal value (A)
2005-07-13,1.2184,Normal value (A)
2005-07-12,1.2166,Normal value (A)
2005-07-11,1.2006,Normal value (A)
2005-07-08,1.1904,Normal value (A)
2005-07-07,1.1957,Normal value (A)
2005-07-06,1.1913,Normal value (A)
2005-07-05,1.1883,Normal value (A)
2005-07-04,1.1894,Normal value (A)
2005-07-01,1.2087,Normal value (A)
2005-06-30,1.2092,Normal value (A)
2005-06-29,1.2054,Normal value (A)
2005-06-28,1.2095,Normal value (A)
2005-06-27,1.2164,Normal value (A)
2005-06-24,1.2082,Normal value (A)
2005-06-23,1.2066,Normal value (A)
2005-06-22,1.2111,Normal value (A)
2005-06-21,1.2092,Normal value (A)
2005-06-20,1.2210,Normal value (A)
2005-06-17,1.2177,Normal value (A)
2005-06-16,1.2115,Normal value (A)
2005-06-15,1.2069,Normal value (A)
2005-06-14,1.2110,Normal value (A)
2005-06-13,1.2062,Normal value (A)
2005-06-10,1.2229,Normal value (A)
2005-06-09,1.2239,Normal value (A)
2005-06-08,1.2324,Normal value (A)
2005-06-07,1.2285,Normal value (A)
2005-06-06,1.2272,Normal value (A)
2005-06-03,1.2289,Normal value (A)
2005-06-02,1.2263,Normal value (A)
2005-06-01,1.2228,Normal value (A)
2005-05-31,1.2331,Normal value (A)
2005-05-30,1.2472,Normal value (A)
2005-05-27,1.2551,Normal value (A)
2005-05-26,1.2523,Normal value (A)
2005-05-25,1.2564,Normal value (A)
2005-05-24,1.2617,Normal value (A)
2005-05-23,1.2548,Normal value (A)
2005-05-20,1.2607,Normal value (A)
2005-05-19,1.2642,Normal value (A)
2005-05-18,1.2621,Normal value (A)
2005-05-17,1.2636,Normal value (A)
2005-05-16,1.2616,Normal value (A)
2005-05-13,1.2635,Normal value (A)
2005-05-12,1.2771,Normal value (A)
2005-05-11,1.2882,Normal value (A)
2005-05-10,1.2854,Normal value (A)
2005-05-09,1.2824,Normal value (A)
2005-05-06,1.2947,Normal value (A)
2005-05-05,1.2954,Normal value (A)
2005-05-04,1.2953,Normal value (A)
2005-05-03,1.2856,Normal value (A)
2005-05-02,1.2863,Normal value (A)
2005-04-29,1.2957,Normal value (A)
2005-04-28,1.2905,Normal value (A)
2005-04-27,1.2920,Normal value (A)
2005-04-26,1.2981,Normal value (A)
2005-04-25,1.2966,Normal value (A)
2005-04-22,1.3077,Normal value (A)
2005-04-21,1.3058,Normal value (A)
2005-04-20,1.3049,Normal value (A)
2005-04-19,1.2996,Normal value (A)
2005-04-18,1.2967,Normal value (A)
2005-04-15,1.2868,Normal value (A)
2005-04-14,1.2820,Normal value (A)
2005-04-13,1.2922,Normal value (A)
2005-04-12,1.2985,Normal value (A)
2005-04-11,1.2971,Normal value (A)
2005-04-08,1.2819,Normal value (A)
2005-04-07,1.2923,Normal value (A)
2005-04-06,1.2860,Normal value (A)
2005-04-05,1.2810,Normal value (A)
2005-04-04,1.2883,Normal value (A)
2005-04-01,1.2959,Normal value (A)
2005-03-31,1.2964,Normal value (A)
2005-03-30,1.2943,Normal value (A)
2005-03-29,1.2926,Normal value (A)
2005-03-28,-,Missing value; holiday or weekend (H)
2005-03-25,-,Missing value; holiday or weekend (H)
2005-03-24,1.2982,Normal value (A)
2005-03-23,1.3050,Normal value (A)
2005-03-22,1.3175,Normal value (A)
2005-03-21,1.3199,Normal value (A)
2005-03-18,1.3279,Normal value (A)
2005-03-17,1.3378,Normal value (A)
2005-03-16,1.3373,Normal value (A)
2005-03-15,1.3383,Normal value (A)
2005-03-14,1.3372,Normal value (A)
2005-03-11,1.3416,Normal value (A)
2005-03-10,1.3409,Normal value (A)
2005-03-09,1.3346,Normal value (A)
2005-03-08,1.3246,Normal value (A)
2005-03-07,1.3197,Normal value (A)
2005-03-04,1.3115,Normal value (A)
2005-03-03,1.3144,Normal value (A)
2005-03-02,1.3101,Normal value (A)
2005-03-01,1.3216,Normal value (A)
2005-02-28,1.3257,Normal value (A)
2005-02-25,1.3165,Normal value (A)
2005-02-24,1.3260,Normal value (A)
2005-02-23,1.3203,Normal value (A)
2005-02-22,1.3193,Normal value (A)
2005-02-21,1.3055,Normal value (A)
2005-02-18,1.3039,Normal value (A)
2005-02-17,1.3041,Normal value (A)
2005-02-16,1.3040,Normal value (A)
2005-02-15,1.3016,Normal value (A)
2005-02-14,1.2967,Normal value (A)
2005-02-11,1.2855,Normal value (A)
2005-02-10,1.2777,Normal value (A)
2005-02-09,1.2762,Normal value (A)
2005-02-08,1.2764,Normal value (A)
2005-02-07,1.2844,Normal value (A)
2005-02-04,1.2958,Normal value (A)
2005-02-03,1.3001,Normal value (A)
2005-02-02,1.3061,Normal value (A)
2005-02-01,1.3027,Normal value (A)
2005-01-31,1.3035,Normal value (A)
2005-01-28,1.3035,Normal value (A)
2005-01-27,1.3026,Normal value (A)
2005-01-26,1.3005,Normal value (A)
2005-01-25,1.3025,Normal value (A)
2005-01-24,1.3065,Normal value (A)
2005-01-21,1.2963,Normal value (A)
2005-01-20,1.2936,Normal value (A)
2005-01-19,1.3083,Normal value (A)
2005-01-18,1.3060,Normal value (A)
2005-01-17,1.3085,Normal value (A)
2005-01-14,1.3091,Normal value (A)
2005-01-13,1.3232,Normal value (A)
2005-01-12,1.3139,Normal value (A)
2005-01-11,1.3143,Normal value (A)
2005-01-10,1.3103,Normal value (A)
2005-01-07,1.3200,Normal value (A)
2005-01-06,1.3183,Normal value (A)
2005-01-05,1.3224,Normal value (A)
2005-01-04,1.3365,Normal value (A)
2005-01-03,1.3507,Normal value (A)
2004-12-31,1.3621,Normal value (A)
2004-12-30,1.3604,Normal value (A)
